,optimizer,mapping,ansatz,rotation blocks,entanglement_blocks,entanglement,repetitions,skip_final_rotation_layer,energy (Ha),error (mHa),pass,# of parameters,final parameters,# of evaluations,optimizer time,# of qubits,# of CNOTs,score
0,COBYLA,JordanWignerMapper,TwoLocal,"['ry', 'rz']",cx,full,3,True,-8.359311261376687,549.3858550476265,False,72,"[-2.29956502e-03  6.17668674e-02  1.66186855e-01 -6.62605070e-02
 -3.68453655e-02  1.79417146e-03  4.02286085e-02  3.25767740e-02
  3.02105420e-02  2.34645646e-02  5.99466844e-05  8.11309063e-02
 -7.37534082e-01  1.62021826e+00  1.12332474e+00 -3.54656018e-01
  2.29034734e+00  9.55735430e-01 -2.09435955e-02  4.07844145e-01
  1.32787330e+00 -4.45758727e-01  1.10160487e+00  1.10628716e+00
  4.14383163e-02  8.61611451e-02  1.49809637e+00  6.40785747e-02
 -3.31762621e-02  4.98019934e-02  1.98274902e-02  7.76544522e-01
  6.41785509e-02  1.10223617e-01  8.98177714e-02  2.26447244e-02
  8.21926387e-01  8.75221683e-02  1.01985070e+00 -2.44018699e-01
  2.00179995e+00  3.84990541e-01  2.71815077e-01 -1.79765287e-01
  9.18596756e-01  8.32122442e-02  5.00323178e-01  9.06809470e-01
 -2.87786531e-02  1.85572674e+00  6.48701687e-02  5.22101039e-02
  9.96949564e-02  1.33259167e-02  3.90728103e-02  1.73624547e-01
  2.00324878e-02  2.29619421e+00  5.29386957e-02  4.30133443e-04
  1.91666173e+00 -3.56629149e-01 -7.46948636e-01 -7.10467201e-01
  1.22988801e-01 -2.36768506e-01  1.33807114e+00 -7.36356190e-01
  1.06366387e+00  1.58558645e+00  1.61709671e+00 -4.98145618e-01]",,139.0925931930542,12,198,198
